candidate,namespace,current_en_keys,legacy_ko_keys,shared_key_candidates,missing_in_legacy,legacy_only_keys,current_key_coverage_percent,note
all-the-mods-10_5.4_resourcepack.zip,jade,410,410,410,0,0,100.00,키 교집합만 계산; 번역 품질과 원문 동일성은 검증하지 않음
all-the-mods-10_5.4_resourcepack.zip,itemcollectors,15,15,15,0,0,100.00,키 교집합만 계산; 번역 품질과 원문 동일성은 검증하지 않음
all-the-mods-10_5.4_resourcepack.zip,irons_spellbooks,1298,7,0,1298,7,0.00,키 교집합만 계산; 번역 품질과 원문 동일성은 검증하지 않음
all-the-mods-10_5.4_resourcepack.zip,irons_jewelry,262,220,220,42,0,83.97,키 교집합만 계산; 번역 품질과 원문 동일성은 검증하지 않음
all-the-mods-10_5.4_resourcepack.zip,ironjetpacks,42,42,42,0,0,100.00,키 교집합만 계산; 번역 품질과 원문 동일성은 검증하지 않음
all-the-mods-10_5.4_resourcepack.zip,ironfurnaces,143,143,143,0,0,100.00,키 교집합만 계산; 번역 품질과 원문 동일성은 검증하지 않음
all-the-mods-10_5.4_resourcepack.zip,iris,73,73,73,0,0,100.00,키 교집합만 계산; 번역 품질과 원문 동일성은 검증하지 않음
all-the-mods-10_5.4_resourcepack.zip,invtweaks,4,4,4,0,0,100.00,키 교집합만 계산; 번역 품질과 원문 동일성은 검증하지 않음
all-the-mods-10_5.4_resourcepack.zip,interdimensionalwirelesstransmitter,10,10,10,0,0,100.00,키 교집합만 계산; 번역 품질과 원문 동일성은 검증하지 않음
all-the-mods-10_5.4_resourcepack.zip,integratedtunnels,487,487,487,0,0,100.00,키 교집합만 계산; 번역 품질과 원문 동일성은 검증하지 않음
all-the-mods-10_5.4_resourcepack.zip,integratedterminalscompat,19,12,12,7,0,63.16,키 교집합만 계산; 번역 품질과 원문 동일성은 검증하지 않음
all-the-mods-10_5.4_resourcepack.zip,integratedterminals,176,176,176,0,0,100.00,키 교집합만 계산; 번역 품질과 원문 동일성은 검증하지 않음
all-the-mods-10_5.4_resourcepack.zip,integratedscripting,167,167,167,0,0,100.00,키 교집합만 계산; 번역 품질과 원문 동일성은 검증하지 않음
all-the-mods-10_5.4_resourcepack.zip,integrateddynamicscompat,213,214,213,0,1,100.00,키 교집합만 계산; 번역 품질과 원문 동일성은 검증하지 않음
all-the-mods-10_5.4_resourcepack.zip,integrateddynamics,1776,1766,1766,10,0,99.44,키 교집합만 계산; 번역 품질과 원문 동일성은 검증하지 않음
all-the-mods-10_5.4_resourcepack.zip,integratedcrafting,110,110,110,0,0,100.00,키 교집합만 계산; 번역 품질과 원문 동일성은 검증하지 않음
all-the-mods-10_5.4_resourcepack.zip,industrialization_overdrive,30,29,29,1,0,96.67,키 교집합만 계산; 번역 품질과 원문 동일성은 검증하지 않음
all-the-mods-10_5.4_resourcepack.zip,industrialforegoingsouls,5,5,5,0,0,100.00,키 교집합만 계산; 번역 품질과 원문 동일성은 검증하지 않음
all-the-mods-10_5.4_resourcepack.zip,industrialforegoing,678,2,0,678,2,0.00,키 교집합만 계산; 번역 품질과 원문 동일성은 검증하지 않음
all-the-mods-10_5.4_resourcepack.zip,immersiveengineering,1952,1952,1952,0,0,100.00,키 교집합만 계산; 번역 품질과 원문 동일성은 검증하지 않음
all-the-mods-10_5.4_resourcepack.zip,immeng,4,4,4,0,0,100.00,키 교집합만 계산; 번역 품질과 원문 동일성은 검증하지 않음
all-the-mods-10_5.4_resourcepack.zip,imfast,3,3,3,0,0,100.00,키 교집합만 계산; 번역 품질과 원문 동일성은 검증하지 않음
all-the-mods-10_5.4_resourcepack.zip,iceandfire,1744,3,0,1744,3,0.00,키 교집합만 계산; 번역 품질과 원문 동일성은 검증하지 않음
all-the-mods-10_5.4_resourcepack.zip,hyperbox,0,14,0,0,14,,키 교집합만 계산; 번역 품질과 원문 동일성은 검증하지 않음
all-the-mods-10_5.4_resourcepack.zip,hostilenetworks,271,177,177,94,0,65.31,키 교집합만 계산; 번역 품질과 원문 동일성은 검증하지 않음
all-the-mods-10_5.4_resourcepack.zip,herbsandharvest,865,151,52,813,99,6.01,키 교집합만 계산; 번역 품질과 원문 동일성은 검증하지 않음
all-the-mods-10_5.4_resourcepack.zip,hardenedarmadillos,1,1,1,0,0,100.00,키 교집합만 계산; 번역 품질과 원문 동일성은 검증하지 않음
all-the-mods-10_5.4_resourcepack.zip,handcrafted,392,392,392,0,0,100.00,키 교집합만 계산; 번역 품질과 원문 동일성은 검증하지 않음
all-the-mods-10_5.4_resourcepack.zip,guideme,36,36,36,0,0,100.00,키 교집합만 계산; 번역 품질과 원문 동일성은 검증하지 않음
all-the-mods-10_5.4_resourcepack.zip,gmut,11,11,11,0,0,100.00,키 교집합만 계산; 번역 품질과 원문 동일성은 검증하지 않음
all-the-mods-10_5.4_resourcepack.zip,glassential,151,128,128,23,0,84.77,키 교집합만 계산; 번역 품질과 원문 동일성은 검증하지 않음
all-the-mods-10_5.4_resourcepack.zip,getittogetherdrops,4,4,4,0,0,100.00,키 교집합만 계산; 번역 품질과 원문 동일성은 검증하지 않음
all-the-mods-10_5.4_resourcepack.zip,generatorgalore,70,70,70,0,0,100.00,키 교집합만 계산; 번역 품질과 원문 동일성은 검증하지 않음
all-the-mods-10_5.4_resourcepack.zip,gateways,96,96,96,0,0,100.00,키 교집합만 계산; 번역 품질과 원문 동일성은 검증하지 않음
all-the-mods-10_5.4_resourcepack.zip,fusion,8,8,8,0,0,100.00,키 교집합만 계산; 번역 품질과 원문 동일성은 검증하지 않음
all-the-mods-10_5.4_resourcepack.zip,functionalstorage,157,157,157,0,0,100.00,키 교집합만 계산; 번역 품질과 원문 동일성은 검증하지 않음
all-the-mods-10_5.4_resourcepack.zip,ftbultimine,89,83,83,6,0,93.26,키 교집합만 계산; 번역 품질과 원문 동일성은 검증하지 않음
all-the-mods-10_5.4_resourcepack.zip,ftbteams,107,94,94,13,0,87.85,키 교집합만 계산; 번역 품질과 원문 동일성은 검증하지 않음
all-the-mods-10_5.4_resourcepack.zip,ftbquestslangsplitter,13,13,13,0,0,100.00,키 교집합만 계산; 번역 품질과 원문 동일성은 검증하지 않음
all-the-mods-10_5.4_resourcepack.zip,ftblibrary,113,111,111,2,0,98.23,키 교집합만 계산; 번역 품질과 원문 동일성은 검증하지 않음
all-the-mods-10_5.4_resourcepack.zip,ftbfiltersystem,65,65,65,0,0,100.00,키 교집합만 계산; 번역 품질과 원문 동일성은 검증하지 않음
all-the-mods-10_5.4_resourcepack.zip,ftbessentials,94,94,94,0,0,100.00,키 교집합만 계산; 번역 품질과 원문 동일성은 검증하지 않음
all-the-mods-10_5.4_resourcepack.zip,ftbchunks,344,334,203,141,131,59.01,키 교집합만 계산; 번역 품질과 원문 동일성은 검증하지 않음
all-the-mods-10_5.4_resourcepack.zip,framedblocks,436,432,432,4,0,99.08,키 교집합만 계산; 번역 품질과 원문 동일성은 검증하지 않음
all-the-mods-10_5.4_resourcepack.zip,formations,35,35,35,0,0,100.00,키 교집합만 계산; 번역 품질과 원문 동일성은 검증하지 않음
all-the-mods-10_5.4_resourcepack.zip,fluxnetworks,123,123,123,0,0,100.00,키 교집합만 계산; 번역 품질과 원문 동일성은 검증하지 않음
all-the-mods-10_5.4_resourcepack.zip,fireproofboats,4,4,4,0,0,100.00,키 교집합만 계산; 번역 품질과 원문 동일성은 검증하지 않음
all-the-mods-10_5.4_resourcepack.zip,fastbench,7,7,7,0,0,100.00,키 교집합만 계산; 번역 품질과 원문 동일성은 검증하지 않음
all-the-mods-10_5.4_resourcepack.zip,farmingforblockheads,55,47,30,25,17,54.55,키 교집합만 계산; 번역 품질과 원문 동일성은 검증하지 않음
all-the-mods-10_5.4_resourcepack.zip,farmersdelight,479,323,226,253,97,47.18,키 교집합만 계산; 번역 품질과 원문 동일성은 검증하지 않음
all-the-mods-10_5.4_resourcepack.zip,fancymenu,3367,2138,2070,1297,68,61.48,키 교집합만 계산; 번역 품질과 원문 동일성은 검증하지 않음
all-the-mods-10_5.4_resourcepack.zip,factory_blocks,101,101,101,0,0,100.00,키 교집합만 계산; 번역 품질과 원문 동일성은 검증하지 않음
all-the-mods-10_5.4_resourcepack.zip,extremesoundmuffler,77,76,76,1,0,98.70,키 교집합만 계산; 번역 품질과 원문 동일성은 검증하지 않음
all-the-mods-10_5.4_resourcepack.zip,extrastorage,46,46,46,0,0,100.00,키 교집합만 계산; 번역 품질과 원문 동일성은 검증하지 않음
all-the-mods-10_5.4_resourcepack.zip,extradisks,127,127,127,0,0,100.00,키 교집합만 계산; 번역 품질과 원문 동일성은 검증하지 않음
all-the-mods-10_5.4_resourcepack.zip,extended_industrialization,328,322,322,6,0,98.17,키 교집합만 계산; 번역 품질과 원문 동일성은 검증하지 않음
all-the-mods-10_5.4_resourcepack.zip,extendedae,253,239,239,14,0,94.47,키 교집합만 계산; 번역 품질과 원문 동일성은 검증하지 않음
all-the-mods-10_5.4_resourcepack.zip,explorerscompass,68,66,66,2,0,97.06,키 교집합만 계산; 번역 품질과 원문 동일성은 검증하지 않음
all-the-mods-10_5.4_resourcepack.zip,expandedae,69,69,69,0,0,100.00,키 교집합만 계산; 번역 품질과 원문 동일성은 검증하지 않음
all-the-mods-10_5.4_resourcepack.zip,evilcraftcompat,29,29,29,0,0,100.00,키 교집합만 계산; 번역 품질과 원문 동일성은 검증하지 않음
all-the-mods-10_5.4_resourcepack.zip,evilcraft,628,626,626,2,0,99.68,키 교집합만 계산; 번역 품질과 원문 동일성은 검증하지 않음
all-the-mods-10_5.4_resourcepack.zip,everythingcopper,356,356,356,0,0,100.00,키 교집합만 계산; 번역 품질과 원문 동일성은 검증하지 않음
all-the-mods-10_5.4_resourcepack.zip,eternal_starlight,1788,1599,1541,247,58,86.19,키 교집합만 계산; 번역 품질과 원문 동일성은 검증하지 않음
all-the-mods-10_5.4_resourcepack.zip,entangled,24,24,24,0,0,100.00,키 교집합만 계산; 번역 품질과 원문 동일성은 검증하지 않음
all-the-mods-10_5.4_resourcepack.zip,enderstorage,8,8,8,0,0,100.00,키 교집합만 계산; 번역 품질과 원문 동일성은 검증하지 않음
all-the-mods-10_5.4_resourcepack.zip,endermanoverhaul,135,131,130,5,1,96.30,키 교집합만 계산; 번역 품질과 원문 동일성은 검증하지 않음
all-the-mods-10_5.4_resourcepack.zip,enderdrives,42,42,42,0,0,100.00,키 교집합만 계산; 번역 품질과 원문 동일성은 검증하지 않음
all-the-mods-10_5.4_resourcepack.zip,enchdesc,182,182,182,0,0,100.00,키 교집합만 계산; 번역 품질과 원문 동일성은 검증하지 않음
all-the-mods-10_5.4_resourcepack.zip,embeddium,0,74,0,0,74,,키 교집합만 계산; 번역 품질과 원문 동일성은 검증하지 않음
all-the-mods-10_5.4_resourcepack.zip,elevatorid,29,29,29,0,0,100.00,키 교집합만 계산; 번역 품질과 원문 동일성은 검증하지 않음
all-the-mods-10_5.4_resourcepack.zip,easy_villagers,32,32,32,0,0,100.00,키 교집합만 계산; 번역 품질과 원문 동일성은 검증하지 않음
all-the-mods-10_5.4_resourcepack.zip,dysoncubeproject,34,19,19,15,0,55.88,키 교집합만 계산; 번역 품질과 원문 동일성은 검증하지 않음
all-the-mods-10_5.4_resourcepack.zip,dyenamicsandfriends,2090,2090,2090,0,0,100.00,키 교집합만 계산; 번역 품질과 원문 동일성은 검증하지 않음
all-the-mods-10_5.4_resourcepack.zip,dyenamics,253,253,253,0,0,100.00,키 교집합만 계산; 번역 품질과 원문 동일성은 검증하지 않음
all-the-mods-10_5.4_resourcepack.zip,dungeons_arise,119,119,119,0,0,100.00,키 교집합만 계산; 번역 품질과 원문 동일성은 검증하지 않음
all-the-mods-10_5.4_resourcepack.zip,dummmmmmy,7,7,7,0,0,100.00,키 교집합만 계산; 번역 품질과 원문 동일성은 검증하지 않음
all-the-mods-10_5.4_resourcepack.zip,drippyloadingscreen,45,45,45,0,0,100.00,키 교집합만 계산; 번역 품질과 원문 동일성은 검증하지 않음
all-the-mods-10_5.4_resourcepack.zip,draconicevolution,735,735,735,0,0,100.00,키 교집합만 계산; 번역 품질과 원문 동일성은 검증하지 않음
all-the-mods-10_5.4_resourcepack.zip,domum_ornamentum,214,212,212,2,0,99.07,키 교집합만 계산; 번역 품질과 원문 동일성은 검증하지 않음
all-the-mods-10_5.4_resourcepack.zip,disenchanting_table,2,2,2,0,0,100.00,키 교집합만 계산; 번역 품질과 원문 동일성은 검증하지 않음
all-the-mods-10_5.4_resourcepack.zip,dimstorage,36,36,36,0,0,100.00,키 교집합만 계산; 번역 품질과 원문 동일성은 검증하지 않음
all-the-mods-10_5.4_resourcepack.zip,deeperdarker,369,301,299,70,2,81.03,키 교집합만 계산; 번역 품질과 원문 동일성은 검증하지 않음
all-the-mods-10_5.4_resourcepack.zip,darkmodeeverywhere,24,24,24,0,0,100.00,키 교집합만 계산; 번역 품질과 원문 동일성은 검증하지 않음
all-the-mods-10_5.4_resourcepack.zip,cyclopscore,42,42,42,0,0,100.00,키 교집합만 계산; 번역 품질과 원문 동일성은 검증하지 않음
all-the-mods-10_5.4_resourcepack.zip,curios,48,48,48,0,0,100.00,키 교집합만 계산; 번역 품질과 원문 동일성은 검증하지 않음
all-the-mods-10_5.4_resourcepack.zip,cucumber,16,16,16,0,0,100.00,키 교집합만 계산; 번역 품질과 원문 동일성은 검증하지 않음
all-the-mods-10_5.4_resourcepack.zip,ctov,74,74,74,0,0,100.00,키 교집합만 계산; 번역 품질과 원문 동일성은 검증하지 않음
all-the-mods-10_5.4_resourcepack.zip,ctm,7,7,7,0,0,100.00,키 교집합만 계산; 번역 품질과 원문 동일성은 검증하지 않음
all-the-mods-10_5.4_resourcepack.zip,crystalix,59,203,43,16,160,72.88,키 교집합만 계산; 번역 품질과 원문 동일성은 검증하지 않음
all-the-mods-10_5.4_resourcepack.zip,cristellib,4,4,4,0,0,100.00,키 교집합만 계산; 번역 품질과 원문 동일성은 검증하지 않음
all-the-mods-10_5.4_resourcepack.zip,creeperoverhaul,62,62,62,0,0,100.00,키 교집합만 계산; 번역 품질과 원문 동일성은 검증하지 않음
all-the-mods-10_5.4_resourcepack.zip,create_hypertube,55,30,30,25,0,54.55,키 교집합만 계산; 번역 품질과 원문 동일성은 검증하지 않음
all-the-mods-10_5.4_resourcepack.zip,create_enchantment_industry,565,242,241,324,1,42.65,키 교집합만 계산; 번역 품질과 원문 동일성은 검증하지 않음
all-the-mods-10_5.4_resourcepack.zip,create_dragons_plus,352,133,133,219,0,37.78,키 교집합만 계산; 번역 품질과 원문 동일성은 검증하지 않음
all-the-mods-10_5.4_resourcepack.zip,create_aquatic_ambitions,39,39,39,0,0,100.00,키 교집합만 계산; 번역 품질과 원문 동일성은 검증하지 않음
all-the-mods-10_5.4_resourcepack.zip,createaddition,261,260,260,1,0,99.62,키 교집합만 계산; 번역 품질과 원문 동일성은 검증하지 않음
all-the-mods-10_5.4_resourcepack.zip,create,3639,3628,3625,14,3,99.62,키 교집합만 계산; 번역 품질과 원문 동일성은 검증하지 않음
all-the-mods-10_5.4_resourcepack.zip,crashutilities,4,4,4,0,0,100.00,키 교집합만 계산; 번역 품질과 원문 동일성은 검증하지 않음
all-the-mods-10_5.4_resourcepack.zip,crafting_on_a_stick,14,13,13,1,0,92.86,키 교집합만 계산; 번역 품질과 원문 동일성은 검증하지 않음
all-the-mods-10_5.4_resourcepack.zip,craftingtweaks,40,37,22,18,15,55.00,키 교집합만 계산; 번역 품질과 원문 동일성은 검증하지 않음
all-the-mods-10_5.4_resourcepack.zip,cosmeticarmorreworked,5,5,5,0,0,100.00,키 교집합만 계산; 번역 품질과 원문 동일성은 검증하지 않음
all-the-mods-10_5.4_resourcepack.zip,cookingforblockheads,260,258,231,29,27,88.85,키 교집합만 계산; 번역 품질과 원문 동일성은 검증하지 않음
all-the-mods-10_5.4_resourcepack.zip,controlling,12,12,12,0,0,100.00,키 교집합만 계산; 번역 품질과 원문 동일성은 검증하지 않음
all-the-mods-10_5.4_resourcepack.zip,constructionstick,142,141,141,1,0,99.30,키 교집합만 계산; 번역 품질과 원문 동일성은 검증하지 않음
all-the-mods-10_5.4_resourcepack.zip,connectedglass,120,120,120,0,0,100.00,키 교집합만 계산; 번역 품질과 원문 동일성은 검증하지 않음
all-the-mods-10_5.4_resourcepack.zip,computercraft,238,235,235,3,0,98.74,키 교집합만 계산; 번역 품질과 원문 동일성은 검증하지 않음
all-the-mods-10_5.4_resourcepack.zip,compactmachines,58,58,58,0,0,100.00,키 교집합만 계산; 번역 품질과 원문 동일성은 검증하지 않음
all-the-mods-10_5.4_resourcepack.zip,commoncapabilities,10,10,10,0,0,100.00,키 교집합만 계산; 번역 품질과 원문 동일성은 검증하지 않음
all-the-mods-10_5.4_resourcepack.zip,comforts,83,83,83,0,0,100.00,키 교집합만 계산; 번역 품질과 원문 동일성은 검증하지 않음
all-the-mods-10_5.4_resourcepack.zip,colorwheel,22,21,21,1,0,95.45,키 교집합만 계산; 번역 품질과 원문 동일성은 검증하지 않음
all-the-mods-10_5.4_resourcepack.zip,colorfulhearts,14,14,14,0,0,100.00,키 교집합만 계산; 번역 품질과 원문 동일성은 검증하지 않음
all-the-mods-10_5.4_resourcepack.zip,codechickenlib,18,18,18,0,0,100.00,키 교집합만 계산; 번역 품질과 원문 동일성은 검증하지 않음
all-the-mods-10_5.4_resourcepack.zip,cobblegengalore,10,10,10,0,0,100.00,키 교집합만 계산; 번역 품질과 원문 동일성은 검증하지 않음
all-the-mods-10_5.4_resourcepack.zip,cloudglass,17,17,17,0,0,100.00,키 교집합만 계산; 번역 품질과 원문 동일성은 검증하지 않음
all-the-mods-10_5.4_resourcepack.zip,cloth-config2,49,49,49,0,0,100.00,키 교집합만 계산; 번역 품질과 원문 동일성은 검증하지 않음
all-the-mods-10_5.4_resourcepack.zip,chromacarvings,65,65,65,0,0,100.00,키 교집합만 계산; 번역 품질과 원문 동일성은 검증하지 않음
all-the-mods-10_5.4_resourcepack.zip,chisel,2774,2774,2774,0,0,100.00,키 교집합만 계산; 번역 품질과 원문 동일성은 검증하지 않음
all-the-mods-10_5.4_resourcepack.zip,chipped,7265,7265,7265,0,0,100.00,키 교집합만 계산; 번역 품질과 원문 동일성은 검증하지 않음
all-the-mods-10_5.4_resourcepack.zip,charginggadgets,5,5,5,0,0,100.00,키 교집합만 계산; 번역 품질과 원문 동일성은 검증하지 않음
all-the-mods-10_5.4_resourcepack.zip,cataclysm,735,700,700,35,0,95.24,키 교집합만 계산; 번역 품질과 원문 동일성은 검증하지 않음
all-the-mods-10_5.4_resourcepack.zip,camol,10,10,10,0,0,100.00,키 교집합만 계산; 번역 품질과 원문 동일성은 검증하지 않음
all-the-mods-10_5.4_resourcepack.zip,caelus,2,2,2,0,0,100.00,키 교집합만 계산; 번역 품질과 원문 동일성은 검증하지 않음
all-the-mods-10_5.4_resourcepack.zip,cabletiers,190,190,190,0,0,100.00,키 교집합만 계산; 번역 품질과 원문 동일성은 검증하지 않음
all-the-mods-10_5.4_resourcepack.zip,bwncr,18,18,18,0,0,100.00,키 교집합만 계산; 번역 품질과 원문 동일성은 검증하지 않음
all-the-mods-10_5.4_resourcepack.zip,buildinggadgets2,112,112,112,0,0,100.00,키 교집합만 계산; 번역 품질과 원문 동일성은 검증하지 않음
all-the-mods-10_5.4_resourcepack.zip,bridgingmod,96,96,96,0,0,100.00,키 교집합만 계산; 번역 품질과 원문 동일성은 검증하지 않음
all-the-mods-10_5.4_resourcepack.zip,brandonscore,102,102,102,0,0,100.00,키 교집합만 계산; 번역 품질과 원문 동일성은 검증하지 않음
all-the-mods-10_5.4_resourcepack.zip,botanypots,238,238,238,0,0,100.00,키 교집합만 계산; 번역 품질과 원문 동일성은 검증하지 않음
all-the-mods-10_5.4_resourcepack.zip,bookshelf,208,208,208,0,0,100.00,키 교집합만 계산; 번역 품질과 원문 동일성은 검증하지 않음
all-the-mods-10_5.4_resourcepack.zip,blockui,8,8,8,0,0,100.00,키 교집합만 계산; 번역 품질과 원문 동일성은 검증하지 않음
all-the-mods-10_5.4_resourcepack.zip,biomeswevegone,1169,1169,1169,0,0,100.00,키 교집합만 계산; 번역 품질과 원문 동일성은 검증하지 않음
all-the-mods-10_5.4_resourcepack.zip,bigreactors,522,1,0,522,1,0.00,키 교집합만 계산; 번역 품질과 원문 동일성은 검증하지 않음
all-the-mods-10_5.4_resourcepack.zip,bibliowoods,10833,7379,7222,3611,157,66.67,키 교집합만 계산; 번역 품질과 원문 동일성은 검증하지 않음
all-the-mods-10_5.4_resourcepack.zip,bibliocraft,2021,2021,2021,0,0,100.00,키 교집합만 계산; 번역 품질과 원문 동일성은 검증하지 않음
all-the-mods-10_5.4_resourcepack.zip,bibliobiomes,9577,9577,9577,0,0,100.00,키 교집합만 계산; 번역 품질과 원문 동일성은 검증하지 않음
all-the-mods-10_5.4_resourcepack.zip,bhc,66,39,39,27,0,59.09,키 교집합만 계산; 번역 품질과 원문 동일성은 검증하지 않음
all-the-mods-10_5.4_resourcepack.zip,betterwitchhuts,4,4,4,0,0,100.00,키 교집합만 계산; 번역 품질과 원문 동일성은 검증하지 않음
all-the-mods-10_5.4_resourcepack.zip,betterstrongholds,11,11,11,0,0,100.00,키 교집합만 계산; 번역 품질과 원문 동일성은 검증하지 않음
all-the-mods-10_5.4_resourcepack.zip,betteroceanmonuments,4,4,4,0,0,100.00,키 교집합만 계산; 번역 품질과 원문 동일성은 검증하지 않음
all-the-mods-10_5.4_resourcepack.zip,bettermineshafts,60,60,60,0,0,100.00,키 교집합만 계산; 번역 품질과 원문 동일성은 검증하지 않음
all-the-mods-10_5.4_resourcepack.zip,betterjungletemples,11,11,11,0,0,100.00,키 교집합만 계산; 번역 품질과 원문 동일성은 검증하지 않음
all-the-mods-10_5.4_resourcepack.zip,betterfortresses,4,4,4,0,0,100.00,키 교집합만 계산; 번역 품질과 원문 동일성은 검증하지 않음
all-the-mods-10_5.4_resourcepack.zip,betterendisland,13,13,13,0,0,100.00,키 교집합만 계산; 번역 품질과 원문 동일성은 검증하지 않음
all-the-mods-10_5.4_resourcepack.zip,betterdungeons,86,86,86,0,0,100.00,키 교집합만 계산; 번역 품질과 원문 동일성은 검증하지 않음
all-the-mods-10_5.4_resourcepack.zip,betterdeserttemples,13,13,13,0,0,100.00,키 교집합만 계산; 번역 품질과 원문 동일성은 검증하지 않음
all-the-mods-10_5.4_resourcepack.zip,betteradvancements,1,1,1,0,0,100.00,키 교집합만 계산; 번역 품질과 원문 동일성은 검증하지 않음
all-the-mods-10_5.4_resourcepack.zip,bellsandwhistles,39,39,39,0,0,100.00,키 교집합만 계산; 번역 품질과 원문 동일성은 검증하지 않음
all-the-mods-10_5.4_resourcepack.zip,bcc,2,2,2,0,0,100.00,키 교집합만 계산; 번역 품질과 원문 동일성은 검증하지 않음
all-the-mods-10_5.4_resourcepack.zip,balm,36,47,36,0,11,100.00,키 교집합만 계산; 번역 품질과 원문 동일성은 검증하지 않음
all-the-mods-10_5.4_resourcepack.zip,auroras,1,1,1,0,0,100.00,키 교집합만 계산; 번역 품질과 원문 동일성은 검증하지 않음
all-the-mods-10_5.4_resourcepack.zip,artifacts,443,441,441,2,0,99.55,키 교집합만 계산; 번역 품질과 원문 동일성은 검증하지 않음
all-the-mods-10_5.4_resourcepack.zip,ars_unification,11,11,11,0,0,100.00,키 교집합만 계산; 번역 품질과 원문 동일성은 검증하지 않음
all-the-mods-10_5.4_resourcepack.zip,ars_technica,169,116,116,53,0,68.64,키 교집합만 계산; 번역 품질과 원문 동일성은 검증하지 않음
all-the-mods-10_5.4_resourcepack.zip,ars_ocultas,1,1,1,0,0,100.00,키 교집합만 계산; 번역 품질과 원문 동일성은 검증하지 않음
all-the-mods-10_5.4_resourcepack.zip,ars_nouveau,2364,2,0,2364,2,0.00,키 교집합만 계산; 번역 품질과 원문 동일성은 검증하지 않음
all-the-mods-10_5.4_resourcepack.zip,ars_elemental,666,555,554,112,1,83.18,키 교집합만 계산; 번역 품질과 원문 동일성은 검증하지 않음
all-the-mods-10_5.4_resourcepack.zip,ars_elemancy,195,97,90,105,7,46.15,키 교집합만 계산; 번역 품질과 원문 동일성은 검증하지 않음
all-the-mods-10_5.4_resourcepack.zip,ars_creo,18,18,18,0,0,100.00,키 교집합만 계산; 번역 품질과 원문 동일성은 검증하지 않음
all-the-mods-10_5.4_resourcepack.zip,ars_controle,83,83,83,0,0,100.00,키 교집합만 계산; 번역 품질과 원문 동일성은 검증하지 않음
all-the-mods-10_5.4_resourcepack.zip,ars_additions,235,194,186,49,8,79.15,키 교집합만 계산; 번역 품질과 원문 동일성은 검증하지 않음
all-the-mods-10_5.4_resourcepack.zip,arseng,17,17,17,0,0,100.00,키 교집합만 계산; 번역 품질과 원문 동일성은 검증하지 않음
all-the-mods-10_5.4_resourcepack.zip,aquaculture,291,291,291,0,0,100.00,키 교집합만 계산; 번역 품질과 원문 동일성은 검증하지 않음
all-the-mods-10_5.4_resourcepack.zip,appmek,15,15,15,0,0,100.00,키 교집합만 계산; 번역 품질과 원문 동일성은 검증하지 않음
all-the-mods-10_5.4_resourcepack.zip,appleskin,22,22,22,0,0,100.00,키 교집합만 계산; 번역 품질과 원문 동일성은 검증하지 않음
all-the-mods-10_5.4_resourcepack.zip,appflux,57,57,57,0,0,100.00,키 교집합만 계산; 번역 품질과 원문 동일성은 검증하지 않음
all-the-mods-10_5.4_resourcepack.zip,apothic_spawners,89,89,89,0,0,100.00,키 교집합만 계산; 번역 품질과 원문 동일성은 검증하지 않음
all-the-mods-10_5.4_resourcepack.zip,apothic_enchanting,415,415,415,0,0,100.00,키 교집합만 계산; 번역 품질과 원문 동일성은 검증하지 않음
all-the-mods-10_5.4_resourcepack.zip,apothic_attributes,159,159,159,0,0,100.00,키 교집합만 계산; 번역 품질과 원문 동일성은 검증하지 않음
all-the-mods-10_5.4_resourcepack.zip,apotheosis,739,4,0,739,4,0.00,키 교집합만 계산; 번역 품질과 원문 동일성은 검증하지 않음
all-the-mods-10_5.4_resourcepack.zip,amendments,107,93,93,14,0,86.92,키 교집합만 계산; 번역 품질과 원문 동일성은 검증하지 않음
all-the-mods-10_5.4_resourcepack.zip,almostunified,6,6,6,0,0,100.00,키 교집합만 계산; 번역 품질과 원문 동일성은 검증하지 않음
all-the-mods-10_5.4_resourcepack.zip,allthewizardgear,16,16,16,0,0,100.00,키 교집합만 계산; 번역 품질과 원문 동일성은 검증하지 않음
all-the-mods-10_5.4_resourcepack.zip,allthetweaks,26,26,26,0,0,100.00,키 교집합만 계산; 번역 품질과 원문 동일성은 검증하지 않음
all-the-mods-10_5.4_resourcepack.zip,alltheores,516,516,516,0,0,100.00,키 교집합만 계산; 번역 품질과 원문 동일성은 검증하지 않음
all-the-mods-10_5.4_resourcepack.zip,allthemodium,306,3,0,306,3,0.00,키 교집합만 계산; 번역 품질과 원문 동일성은 검증하지 않음
all-the-mods-10_5.4_resourcepack.zip,allthecompressed,1796,1670,1670,126,0,92.98,키 교집합만 계산; 번역 품질과 원문 동일성은 검증하지 않음
all-the-mods-10_5.4_resourcepack.zip,allthearcanistgear,28,28,28,0,0,100.00,키 교집합만 계산; 번역 품질과 원문 동일성은 검증하지 않음
all-the-mods-10_5.4_resourcepack.zip,akashictome,11,11,11,0,0,100.00,키 교집합만 계산; 번역 품질과 원문 동일성은 검증하지 않음
all-the-mods-10_5.4_resourcepack.zip,aether,1238,137,0,1238,137,0.00,키 교집합만 계산; 번역 품질과 원문 동일성은 검증하지 않음
all-the-mods-10_5.4_resourcepack.zip,aeinfinitybooster,4,4,4,0,0,100.00,키 교집합만 계산; 번역 품질과 원문 동일성은 검증하지 않음
