path,line,category,comment_like,excerpt
kubejs/startup_scripts/CustomAdditions.js,25,display_name,False,allthemods.create('silent_allthemodium_plate').displayName('Silent Allthemodium Plate').glow(true);
kubejs/startup_scripts/CustomAdditions.js,26,display_name,False,allthemods.create('silent_vibranium_plate').displayName('Silent Vibranium Plate').glow(true);
kubejs/startup_scripts/CustomAdditions.js,27,display_name,False,allthemods.create('silent_unobtainium_plate').displayName('Silent Unobtainium Plate').glow(true);
kubejs/startup_scripts/CustomAdditions.js,29,display_name,False,allthemods.create('atm_star_shard_1').displayName('ATM Star Fragment')
kubejs/startup_scripts/CustomAdditions.js,30,display_name,False,allthemods.create('atm_star_shard_2').displayName('ATM Star Fragment')
kubejs/startup_scripts/CustomAdditions.js,31,display_name,False,allthemods.create('atm_star_shard_3').displayName('ATM Star Fragment')
kubejs/startup_scripts/CustomAdditions.js,32,display_name,False,allthemods.create('atm_star_shard_4').displayName('ATM Star Fragment')
kubejs/startup_scripts/CustomAdditions.js,33,display_name,False,allthemods.create('atm_star_shard_5').displayName('ATM Star Fragment')
kubejs/startup_scripts/CustomAdditions.js,49,display_name,False,"allthemods.create(""allthemodium_solar_sail_package"").displayName(""Allthemodium Solar Sail Package"").component(""dysoncubeproject:sphere_component_solar_sail"", Java.cast(""java.lang.Integer"", 64))"
kubejs/startup_scripts/CustomAdditions.js,50,display_name,False,"allthemods.create(""allthemodium_beam_package"").displayName(""Allthemodium Beam Package"").component(""dysoncubeproject:sphere_component_beam"", Java.cast(""java.lang.Integer"", 16))"
kubejs/startup_scripts/CustomAdditions.js,132,ui_message,False,"player.statusMessage = ""Dragon or Dragon Roost not found nearby..."""
kubejs/startup_scripts/CustomAdditions.js,141,display_name,False,.displayName('Liquid Souls')
kubejs/startup_scripts/CustomAdditions.js,146,display_name,False,.displayName('Unrefined Liquid Souls')
kubejs/startup_scripts/CustomAdditions.js,151,display_name,False,.displayName('Liquid Aureal')
kubejs/startup_scripts/eternal_starlight/eternal_starlight.js,3,ui_message,True,"//         event.entity.tell(""Due to severe lag with Eternal Starlight, progress will not be recorded until mod fix their issues"")"
kubejs/startup_scripts/eternal_starlight/eternal_starlight.js,6,text_component;ui_message,True,"//                 Client.gui.setTitle(Text.of(""Progress won't be saved at "").append(Text.blue(""Eternal Starlight"")))"
kubejs/startup_scripts/eternal_starlight/eternal_starlight.js,7,text_component;ui_message,True,"//                 Client.gui.setSubtitle(Text.white(""Due to lag, all progress won't be saved at "").append(Text.blue(""Eternal Starlight"")))"
kubejs/startup_scripts/eternal_starlight/eternal_starlight.js,10,ui_message,True,"//         event.entity.tell(""Eternal Starlight, will be removed on version 6.0+"")"
kubejs/startup_scripts/hyperbox/hyperbox.js,3,ui_message,False,"event.entity.tell(""Hyperboxes will be removed on version 6.0+, please move to Compact Machines"")"
kubejs/startup_scripts/hyperbox/hyperbox.js,6,text_component;ui_message,False,"Client.gui.setTitle(Text.blue(""Hyperbox"").append(Text.red("" will be removed!"")))"
kubejs/startup_scripts/hyperbox/hyperbox.js,7,text_component;ui_message,False,"Client.gui.setSubtitle(Text.white(""Transfer your stuff to new mod "").append(Text.blue(""Compact Machines"")))"
kubejs/startup_scripts/Modern-Industrialization/atm_stuff.js,8,display_name,False,.displayName('Allthemodium Drill');
kubejs/startup_scripts/Modern-Industrialization/atm_stuff.js,12,display_name,False,.displayName('Allthemodium Drill Head');
kubejs/startup_scripts/Modern-Industrialization/atm_stuff.js,16,display_name,False,.displayName('Allthemodium Curved Plate');
kubejs/startup_scripts/Modern-Industrialization/atm_stuff.js,20,display_name,False,.displayName('Allthemodium Bolt');
kubejs/startup_scripts/Modern-Industrialization/atm_stuff.js,25,display_name,False,.displayName('Vibranium Drill');
kubejs/startup_scripts/Modern-Industrialization/atm_stuff.js,29,display_name,False,.displayName('Vibranium Drill Head');
kubejs/startup_scripts/Modern-Industrialization/atm_stuff.js,33,display_name,False,.displayName('Vibranium Curved Plate');
kubejs/startup_scripts/Modern-Industrialization/atm_stuff.js,37,display_name,False,.displayName('Vibranium Bolt');
kubejs/startup_scripts/Modern-Industrialization/atm_stuff.js,42,display_name,False,.displayName('Unobtainium Drill');
kubejs/startup_scripts/Modern-Industrialization/atm_stuff.js,46,display_name,False,.displayName('Unobtainium Drill Head');
kubejs/startup_scripts/Modern-Industrialization/atm_stuff.js,50,display_name,False,.displayName('Unobtainium Curved Plate');
kubejs/startup_scripts/Modern-Industrialization/atm_stuff.js,54,display_name,False,.displayName('Unobtainium Bolt');
kubejs/startup_scripts/update_checker.js,20,text_component,False,"$SystemToast.add(Client.getToasts(), new $SystemToastId(10000), ""New update is available!"", Text.of(""Version "").append(Text.green(cfLatestVersion)).append("" is already available!""))"
